"catalog_number","pollinator_family","pollinator_genus","pollinator_species","pollinator_sex","plant_sp_code","plant_species","collection_method","pantrap_colour","collector_number","day_collected","month_collected","year_collected","time_of_day_collected","location_description","location_name","habitat","latitude","longitude","basis_of_record","location_specimen","study_director","study"
"SFU706009","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706010","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706011","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706012","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706013","Syrphidae","Volucella","bombylans","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706014","Syrphidae","Volucella","bombylans","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706015","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706016","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706017","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706018","Apidae","Apis","mellifera","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706019","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706020","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706021","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706022","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706023","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706024","Megachilidae","Osmia","lignaria","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706025","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706027","Apidae","Ceratina","acantha","M",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706028","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706029","Chrysididae","Chrysura",NA,NA,NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706030","Apidae","Ceratina","acantha","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706031","Megachilidae","Osmia","coloradensis","M",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706032","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706033","Andrenidae","Andrena","nigrocaerulea","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706034","Andrenidae","Andrena","nigrocaerulea","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706035","Megachilidae","Osmia","lignaria","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706036","Andrenidae","Andrena","nigrocaerulea","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706037","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706038","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706040","Megachilidae","Osmia","densa","M",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706041","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706042","Megachilidae","Osmia","coloradensis","M",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706043","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706044","Apidae","Apis","mellifera","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706045","Apidae","Apis","mellifera","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706046","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706047","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706048","Apidae","Apis","mellifera","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706049","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706050","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, white","white",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706051","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706052","Syrphidae","Parasyrphus",NA,NA,NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706053","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706054","Sarcophagidae","Sarcophagidae",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","TEACH","Neame","GO_PT_2007"
"SFU706055","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706056","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706057","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706058","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706059","Megachilidae","Osmia","albolateralis","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706060","Megachilidae","Osmia","albolateralis","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706061","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706062","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706063","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706064","Apidae","Bombus","flavifrons","F",NA,NA,"Pantrap, yellow","yellow",20,22,"May",2007,NA,"Bear Hill Regional Park, Victoria CRD","BH","Garry Oak",48.545605,-123.406769,"specimen","SFU","Neame","GO_PT_2007"
"SFU706084","Wasp","Wasp",NA,"F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706085","Tachinidae","Tachinidae",NA,"F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706086","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706087","Halictidae","Lasioglossum","zonulum","F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706088","Megachilidae","Osmia","caerulescens","M",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706089","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706090","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706091","Halictidae","Agapostemon","texanus","F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706092","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706093","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706094","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706095","Megachilidae","Osmia","caerulescens","M",NA,NA,"Pantrap, blue","blue",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706096","Muscoidea","Muscoidea",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706097","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706098","Megachilidae","Osmia","albolateralis","F",NA,NA,"Pantrap, yellow","yellow",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706099","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706100","Muscoidea","Muscoidea",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,24,"May",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706101","Ichneumonidae","Ichneumonidae",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706102","Symphyta","Symphyta",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706103","Symphyta","Symphyta",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706104","Ichneumonidae","Ichneumonidae",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706105","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706106","Halictidae","Lasioglossum","nevadense","F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706107","Muscoidea","Muscoidea",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706108","Muscoidea","Muscoidea",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706109","Ichneumonidae","Ichneumonidae",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706110","Tachinidae","Tachinidae",NA,"F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706111","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706112","Apidae","Nomada","sp. 3","F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","YORK","Neame","GO_PT_2007"
"SFU706113","Andrenidae","Andrena","subtilis","F",NA,NA,"Pantrap, yellow","yellow",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706114","Ichneumonidae","Ichneumonidae",NA,"F",NA,NA,"Pantrap, blue","blue",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706115","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, blue","blue",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706116","Megachilidae","Osmia","lignaria","F",NA,NA,"Pantrap, blue","blue",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706117","Megachilidae","Osmia","lignaria","F",NA,NA,"Pantrap, blue","blue",20,23,"Apr",2007,NA,"Costain Green, Oak Bay","CG","Garry Oak",48.452754,-123.301117,"specimen","SFU","Neame","GO_PT_2007"
"SFU706118","Halictidae","Lasioglossum","pacificum","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706119","Megachilidae","Osmia","lignaria","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706120","Sarcophagidae","Sarcophagidae",NA,"F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","TEACH","Neame","GO_PT_2007"
"SFU706121","Megachilidae","Osmia","odontogaster","M",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","RBCM","Neame","GO_PT_2007"
"SFU706122","Megachilidae","Osmia","odontogaster","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706123","Megachilidae","Osmia","odontogaster","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706124","Megachilidae","Osmia","odontogaster","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706125","Apidae","Bombus","mixtus","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706126","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706127","Apidae","Bombus","bifarius","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706128","Halictidae","Lasioglossum","incompletum","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706129","Diptera","Diptera",NA,"F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706130","Muscoidea","Muscoidea",NA,"F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
"SFU706131","Halictidae","Lasioglossum","olympiae","F",NA,NA,"Pantrap, blue","blue",20,21,"May",2007,NA,"Cedar Hill Park, Saanich","CH","Garry Oak",48.458103,-123.347128,"specimen","SFU","Neame","GO_PT_2007"
